401	According to a statement from Mr Spitzer's office, the Marsh executive admitted he instructed insurance companies to submit non-competitive bids for insurance business between 2002 and 2004.Through the practice, Marsh was allowed to determine which insurers won business from clients, and so control the insurance market, Mr Spitzer's office added.It also protected incumbent insurers when their business was up for renewal and helped Marsh to maximise its fees, a statement said.Mr Spitzer's office added Mr Stearns had also agreed to testify in future cases during the industry inquiry."We are saddened by the development," Marsh said in a statement.An executive at US insurance firm Marsh & McLennan has pleaded guilty to criminal charges in connection with an ongoing fraud and bid-rigging probe.	business
1304	Wolf Brother is an enchanting book, he said.Paver is currently writing the second book in the series.It was published in 2004, with Paver earning an advance of $5m (£2.8m) - the highest sum ever paid for a debut children's book."Michelle Paver lives and breathes the worlds she writes about," said a spokesman for the author.Wolf Brother tells the story of Torak, a 12-year-old hunter who lives in the forest."I've told her about the film deal but at the moment she is writing the second book and her mind is 6000 years away deep in the primeval forest."	entertainment
92	Conservatives in parliament say Turkcell's stake in Irancell, the new network, should be cut from 70% to 49%.Turkcell signed a contract for the new network in September.Iran currently has only one heavily congested mobile network, with long waiting lists for new subscribers.They say that Turkcell is a security risk because of alleged business ties with Israel.Turkcell said the ruling would "make more difficult... Turkcell's financial consolidation of Irancell" because its stake would be reduced to less than 50%.The firm has refused to comment on whether it has business dealings in Israel, although like almost all GSM operators worldwide it has an interconnection deal with Israeli networks so that its customers can use their phones there.Turkcell now says it may give up on the deal altogether.Telecoms is one of two areas specifically targeted by the new veto law on foreign investments, passed earlier in September.	business
181	Russian media reported that India and Russia signed a memorandum of understanding on energy co-operation on Tuesday during a meeting between Oil and Natural Gas Corporation chairman Subir Raha, Gazprom chairman Aleksey Miller and India's petroleum minister Mani Shankar Aiyar.India and Russia are to work together in a series of energy deals, part of a pact which could see India invest up to $20bn in oil and gas projects.On the agenda are oil and gas extraction as well as transportation deals, to be led by Russian energy giant Gazprom and India's ONGC.Russian news agencies reported that India's petroleum minister Mr Aiyar and Russian energy minister Viktor Khristenko would discuss the future of Yugansk at a meeting on Tuesday.ONGC could invest in gas and oil fields in Sakhalin, in the far east of Russia, and may also take part in joint tender bids for projects in eastern Siberia and the Caspian Sea.The agreement is likely to see the two companies develop refining facilities in Russia, India and elsewhere and organise delivery of oil, gas and petrochemicals from Russia to India and other countries across Asia.India is urgently searching for fresh energy supplies - particularly liquefied natural gas - as domestic demand is growing at more than 5% a year."What we are saying is - Gazprom has a huge amount of gas and we have the money.The former Yukos subsidiary was controversially sold off last year and eventually acquired by state-owned energy giant Rosneft.	business
2384	British citizens are being included in the changes after the law lords said the current powers were discriminatory because they could only be used on foreign suspects.He said intercept evidence was only a small part of the case against the men and some of it could not be used because it could put sources' lives at risk.Under the proposed changes - prompted by the House of Lords ruling - the home secretary could order British citizens or foreign suspects who could not be deported, to face house arrest or other measures such as restrictions on their movements or limits on their use of telephones and the internet.He said the standard of proof for the new powers would have to be "very high indeed" and he asked whether ministers had looked at measures which fitted with human rights laws.The Law Society dubbed Mr Clarke's new proposals an "abuse of power".It comes after law lords ruled that the detention of 12 foreign terror suspects without trial breached human rights.UK citizens suspected of involvement in terrorism could face house arrest as part of a series of new measures outlined by the home secretary.There have been calls for the rules for wire-tap and intercept evidence to be allowed to be used in courts but Mr Clarke refused to back that change.Mr Clarke said prosecutions were the government's first preference and promised the powers would only be used in "serious" cases, with independent scrutiny from judges.He suggested changing the law to let security-cleared judges view evidence gathered by phone-tapping could allow more terror cases to come to court.Mr Clarke also said intelligence reports showed some British nationals were now playing a more significant role in terror threats.	politics
3204	Uefa says it will allow European matches to be played on artificial pitches from the start of next season.Uefa spokesman Rob Faulkner said: "People in England have bad memories of the artificial pitches of Luton and QPR in the 1980s, but the latest generation are completely different and are much more like grass.Several leading clubs from Scandinavia, Russia and eastern Europe - especially those who only play Champions League or Uefa Cup matches in winter - are now expected to instal artificial pitches.Luton, Preston, Queens Park Rangers and other clubs used to have plastic pitches during the the 1980s but, after a two-year study, Uefa insists the surfaces have moved on.	sport
4115	The technology would allow digital people and other computer-generated elements to be combined with the actual view seen by tourists as they walk around an historical site.The camera captures the view and feeds it to software on the computer where the visitor's viewpoint is combined with animated virtual elements.Andrew Stoddart, chief scientist at 2d3, said that the EU project has been driven by a new desire to bring the past to life.It would allow visitors a glimpse of life as it was originally lived in places such as Pompeii.Unlike virtual reality, which delivers an entirely computer-generated scene to the viewer, the Lifeplus project is about combining digital and real views.The old-fashioned audio tour of historical places could soon be replaced with computer-generated images that bring the site to life.At Pompeii for example, the visitor would not just see the frescos, taverns and villas that have been excavated, but also people going about their daily life.Crucial to the technique is the software that interprets the visitor's view and provides an accurate match between the real and virtual elements.	tech
2292	UKIP officials claim it was in fact Mr Kilroy-Silk, not Mr Farage, who briefed newspapers he was leaving the group of MEPs.Mr Kilroy-Silk separately said he had argued against UKIP working with such groups which believed homosexuality was a sin.The film also included footage of a row between Mr Kilroy-Silk, MEP Nigel Farage and party leader Roger Knapman about rumours that he was about to resign the UKIP whip in the European Parliament."I was trying to be helpful to the party and it was the wrong thing to do, I should have told the truth."Later in unguarded, off-air comments in a television studio, Mr Kilroy-Silk was heard saying he was irritated by "defending some of these right-wing fascist nutters".Mr Kilroy-Silk told them he had not left the UKIP group - a move he announced shortly after the meeting.A UK Independence Party MEP suggested Germany saw the EU as an 'empire' and was cheaper than using tanks, a new documentary has revealed.Asked by the documentary makers why he had lied about his leadership ambitions, Mr Kilroy-Silk said: "There was one thing I said that I shouldn't have said at the time.The meeting was shown in a BBC 3 film on ex-UKIP MEP Robert Kilroy-Silk.He argued that peace was the only reason for having the "outdated" EU as there was no economic justification.He says he was not "German-bashing" but saying peace was the EU's founding aim.The documentary showed some of the tensions between Mr Kilroy-Silk and his fellow MEPs after UKIP took third place in last year's European elections.He did not defend other groups' religious beliefs but argued it was their right to hold such views - just as Mr Kilroy-Silk had a right to criticise Arab states.A UKIP spokesman said there were more than 40 MEPs in the same group in the European Parliament.	politics
2357	But he said local governments had to deliver good services without big council tax rises.Mr Raynsford said nearly all central government departments had an interest in well run local authorities.Ministers are unhappy about plans to use Whitehall cash to keep council tax bills down, local government minister Nick Raynsford has acknowledged.Mr Raynsford also plans to make savings of £100m by making changes to local government pensions schemes.Ministers had to be sure local government could deliver without "unreasonable council tax increases", he added.The central government cash is part of a £1bn package to help local authorities in England keep next year's council tax rises below 5%, in what is likely to be a general election year.But he said there was a recognition that "a good settlement for local government" was important to health, education and "other government departments".	politics
1178	Entrepreneur Sir Richard Branson's US TV show, The Rebel Billionaire, is proving a flop in the ratings.But Fox has said it plans to stick with Branson's show throughout its 12-episode run.The Rebel Billionaire has marketed itself as a less materialistic version of The Apprentice, with Sir Richard shown jumping out of a taxi, while Trump is seen in a limousine.Contestants on Sir Richard's show are confronted with business tasks to solve, similar to The Apprentice.The Rebel Billionaire has averaged five million viewers and is 91st in the rankings of all prime-time shows.	entertainment
160	Instead, GM swapped a 6% stake in itself for 20% of Fiat - and gave Fiat a "put option" to sell GM the rest of the car maker between January 2004 and July 2009.Fiat had sold GM a stake in 2000, as part of a partnership agreement."We needed scale in Europe to get costs down, and we were able to do that in working with Fiat," said GM chief executive Rick Wagoner.General Motors of the US is to pay Fiat 1.55bn euros ($2bn; £1.1bn) to get out of a deal which could have forced it to buy the Italian car maker outright.Analysts said Fiat seemed to have done well out of the deal, although some predictions had expected a 2bn euro pay-off.Fiat is to get 1bn euros immediately, with another 550m to follow within 90 days.But despite the alliance Fiat failed to put itself back on track, continuing to lose money and market share.	business
309	Shares in Anglo-Swedish drug have closed down 8% in UK trade after the failure of its Iressa drug in a major clinical trial.John Patterson will be in charge of drug development.AstraZeneca had hoped to pitch its Iressa drug against rival medicine Tarceva.The lung cancer drug did not significantly prolong survival in patients with the disease."This would be two of the three blockbuster drugs that were meant to power the company forward failing... and we've got risks on Crestor," said Nick Turner, analyst at brokers Jefferies.	business
3284	We controlled the game in the first half but we knew that they would come out and try everything after half-time, he said.Hodgson failed to convert three penalties and also missed a relatively easy drop goal attempt which would have given England a late win."They won the game from kicking penalties from our 10m line.England went in at half-time with a 17-6 lead but they failed to score in the second half and Dimitri Yachvili slotted over four penalties as France overhauled the deficit.Andy Robinson said he would "keep working on the kicking" with his squad.However, the England coach added that he would take some positives from the defeat."I'm very disappointed with the result and with my myself," Hodgson said.he said.Fly-half Charlie Hodgson admitted his wayward kicking played a big part in England's 18-17 defeat to France."We went out to play and played some very good rugby and what have France done?"The lads showed a lot of ambition in the first half, they went out to sustain it in the second but couldn't build on it.	sport
4120	Twenty-eight people, including a Briton, have been arrested after a global operation against a website allegedly involved in identity fraud.Those arrested are accused of operating Shadowcrew.com, which investigators claim was a global clearing house for criminals involved in credit card fraud.She said criminals were using the websites to traffic counterfeit credit cards and false identification information and documents such as credit cards, driver's licences, passports and birth certificates.All 28 people detained globally are suspected of being involved in an internet-based network which stole people's identities and used computers and websites to defraud credit card companies.The websites shared tips on how to commit fraud and provided a forum by which people could buy the information and tools they needed to commit such crime, she said.A 19-year-old man from Camberley, Surrey, was arrested by the National Hi-Tech Crime Unit but has been bailed.Assistant US Attorney Scott Christie said several people had been arrested in Argentina, Bulgaria, Canada, Estonia, Poland and Sweden.The Shadowcrew site, which has now been taken over by the US Secret Service, listed several discussion groups, in English and Russian, including one on hacking, spam and online anonymity tools.The US Secret Service was first tipped off in July 2003.	tech
1273	Viotti, director of La Fenice since 2002, conducted at renowned opera houses worldwide including Milan's La Scala and the Vienna State Opera.The last opera he directed at La Fenice was Massenet's Le Roi de Lahore.At La Fenice Viotti was widely acclaimed for his production of the French composer Massenet's Thais and some of his other productions included Giuseppe Verdi's La Traviata and Richard Strauss's Ariadne auf Naxos.Conductor Marcello Viotti, director of Venice's famous La Fenice Theatre, has died in Germany at 50.Viotti's debut at the New York's Metropolitan Opera came in 2000 with Giacomo Puccini's Madame Butterfly, followed by La Boheme, La Traviata and Fromental Halevy's La Juive.His time at La Fenice coincided with its reopening in 2003 after it was destroyed by fire in 1996.	entertainment
1130	He said the song was a slow ballad and would work with around 10 singers, rather than a "sing-along" like the Band Aid 20 single raising money for famine relief in Africa.They hope the song will raise more than £2m for the relief fund.Read wrote the song before the Boxing Day tragedy but had thought it was too gloomy to release."It's a natural home for it because people kept saying to me, 'it's such a good song', but it's such a sad song," Read said.Read said all the funds raised by the record would go to the DEC. "I'd only be pleased in terms of what it meant for sales if it got to number one," he added.Sir Cliff has recorded his vocal part in Barbados, while Boy George has recorded his in New York.	entertainment
170	UK house prices fell 0.7% in December, according to figures from the Office of the Deputy Prime Minister.The average UK house price fell from £180,126 in November to £178,906, reflecting recent Land Registry figures confirming a slowdown in late 2004.Nationally, house prices rose at an annual rate of 10.7% in December, less than the 13.7% rise the previous month.Although both the Office of the Deputy Prime Minister (ODPM) and the Land Registry figures point to a slowdown in the market, the most recent surveys from Nationwide and Halifax have indicated the market may be undergoing a revival.	business
3241	Women's football legend Mia Hamm has played her final game.Hamm will now embark on a new life with husband, Chicago Cubs shortstop Nomar Garciaparra, who was in the stands to watch her final game.Hamm ends her career as the most prolific scorer - male or female - in international football, with 158 goals in 276 games for the US.Hamm, 32, who officially retired after this year's Athens Olympics, took to the field for the last time to help the US claim a 5-0 win over Mexico.	sport
4362	It explains why e-mail security threats including spam, viruses and phishing scams continue to proliferate, he said, accusing users of "bad e-mail behaviour".According to a survey conducted by security firm Mirapoint and market research company the Radicati Group, nearly a third of e-mail users have clicked on links in spam messages.The fact that one in ten e-mail users are buying things advertised in spam continues to make it an attractive business, especially given that sending out huge amounts of spam costs very little, the report concludes.The 'bad behaviour' of e-mail users is helping to sustain the spam industry, a new study has found.If no-one responded to junk e-mail and didn't buy products sold in this way, then spam would be as extinct as the dinosaurs," he said.Clicking on a link in a spam message can expose people to viruses and alert spammers to live e-mail accounts.Clearswift has seen a 180% rise in sex-related spam over the course of the last month."The list of words most commonly hidden by the spammers from anti-spam software reveals that most spam is about the old favourites: money, drugs and sex," said Mr Cluley.	tech
2381	In July 1999 they asked 801 adults if they supported the ban for the Mail on Sunday.The Mail on Sunday survey found that 63% supported a hunting ban compared with 24% against.Less than half the UK wants a ban compared to almost two-thirds in 1999, the Mori survey of 2,000 adults for BBC One's Countryfile programme suggests.Support for a ban on hunting has fallen in the past six years, a poll suggests.	politics
201	Swiss drugmaker Novartis has announced 5.65bn euros ($7.4bn; £3.9bn) of purchases to make its Sandoz unit the world's biggest generic drug producer.Novartis said that it would be able to make cost savings of about $200m a year following the acquisitions.Novartis said that it would merge a number of departments, adding that there may be job cuts.The deal will see Novartis' Sandoz business overtake Israel's Teva Pharmaceuticals as the world's biggest maker of generics.Novartis, which last month forecast record sales for 2005, said it had bought all of Germany's Hexal.Novartis' shares rose 1% to 57.85 Swiss francs in early trading.	business
2108	Both unions are remaining tight-lipped about the merger rumours, but one insider pointed out to the BBC News website that "nobody is denying suggestions a merger could be on the agenda" when the two unions' executives hold their meetings on Wednesday.The move by Amicus and the Transport and General Workers Union (TGWU) would be a seen as a bid to carry more weight with ministers and employers.Any merger would have to be approved by the unions' executives and their membership.Amicus has 1.2 million members and the TGWU has 800,000.	politics
4188	Phone companies are not doing enough to warn customers about internet "rogue-dialling" scams, according to premium phone line regulator Icstis.I was very impressed with our phone company recently.Phone companies refuse to pay compensation because they say calls must be paid for.The biggest phone company BT says it is doing what it can to monitor fraud and warn people about rogue dialling.These scams are illegal and telephone companies should have nothing to do with them.One example was where thieves would set up a premium rate number and then dial it day and night from phones whose quarterly bills were never paid.The phone companies pay the people who obtaining money fraudulently, so are these people followed up and prosecuted ?He informed the phone company about it, they subsequently put a block on premium rate numbers."So I would expect phone companies to be looking to see if they can have a similar approach."Stop blaming the phone companies - it's not their fault!The telephone company was the victim here and you can bet that loophole was blocked very quickly.Icstis spokesman Rob Dwight said: "Phone companies should get in touch with their customers sooner.Phone companies are probably quite happy for their customers to be hit with a huge bill, otherwise they'd be taking extra steps to prevent this kind of problem.This was because of the scam.Its advice to customers is to use call barring if they want to prevent calls to premium lines because, under the current system, once the call has been made there's little that can be done.It has received 45,000 complaints in recent months about dial-up internet connections diverting to premium rate numbers without users' knowledge.Without realising, a program can be downloaded which diverts internet calls via a premium phone line.Phone companies had the systems in place to spot fraudulent activity and artificially-inflated traffic, he said.How about an automatic monthly cap of say £20 on premium rate calls that you would have to contact your provider to have lifted?Premium rate numbers have been subject to various scams ever since they were invented.A few years back I was also the target of such scams but thank God I have already upgraded to broadband and nothing was connected to my modem so all I heard was the sound of an attempted connection.I haven't "fallen victim to a rogue-dialling scam" but I think you're seriously remiss in not pointing out that the vast majority of these scams arise from people trying to access services purporting to provide free pornography.The government has ordered a review of premium line services and is likely to say Icstis should have more power to deal with rogue diallers in future.I had kept ringing a hotline number for Kylie tickets and next day they rang back to ask if I was aware there were 40-odd calls to the same number.To anyone who falls foul of this scam - refuse to pay your telephone provider for these calls.I have a colleague who has fallen victim to this kind of scam.Three months later another huge bill of over £1,000 came in - the block apparently didn't work and he still has to pay for it, even though a block was in place.It's about time that the profiteering by the 'legitimate' phone companies came to an end, mainly by doing away with dial-up altogether and bring broadband down to the same price as dial-up!That way you could use legitimate premium rate numbers while limiting fraudulent usage.People who use dial-up connections can be affected by the scams.	tech
3337	We will see how good France are and the scrum is the key."Gethin [Jenkins] won't be intimidated tomorrow, none of us will," said Jones, who will be facing France for the first time.Adam Jones says the Wales forwards are determined to set the perfect attacking platform for the backs by dominating the powerful France pack in Paris."We will go out there and front up and hopefully get the ball out to the backs.The lock believes the Welsh forwards are not big enough to trouble his side in the scrum or line-out, but Jones insisted his fellow front-row colleagues have nothing to fear.If you are good enough you are old enough and Gethin certainly is."Me and Gethin are quite young so it is good to have someone of Mefin's experience in there.France have been criticised for their uncharacteristic one-dimensional play in their victories over Scotland and France.	sport
2064	Mr Blair said having Turkey in the EU was of "importance to the future peace and prosperity of my country, Britain, and the wider world".Leaving a Brussels summit Mr Blair said "the fact Turkey is a Muslim country does not mean it should be barred"."We are stating a fundamental principle that the fact Turkey is a Muslim country does not mean it should be barred from Europe.Tony Blair has hailed a deal bringing Turkey a step closer to EU membership as important for the world's future "peace and prosperity".The deal to open formal talks with Ankara came despite an EU demand for Turkey to recognise Cyprus.The internationally recognised southern part of Cyprus is an EU member, but Turkey, which occupies northern Cyprus, had previously insisted it would not bow to demands to recognise the country, calling the issue a "red line".	politics
3105	Goals: Bowyer 35, Dyer 69.But the home side survived, and they should have re-taken the lead with the first meaningful attack of the second half.Bolton: Jaaskelainen, Hunt (Fadiga 14), N'Gotty, Ben Haim, Candela, Giannakopoulos, Okocha (Vaz Te 77), Hierro (Campo 64), Speed, Gardner, Davies.Alan Shearer's snap-shot was charged down and Dyer reacted first to smash the ball past the despairing Jaaskelainen from six yards.Goals: Giannakopoulos 41.Bolton were creating little going forward and they seemed content to frustrate the Magpies."In the first half we had put them under a lot of pressure, and our goal matched theirs in quality.Lee Bowyer put Newcastle ahead when he fed Stephen Carr on the right flank, then sprinted into the area to power home a header from the resultant cross.But Dyer had the last word in a game of few chances, pouncing on a loose ball after Alan Shearer's shot was blocked and firing into the top corner.Newcastle: Given, Carr, Boumsong, Bramble, Babayaro, Dyer, Faye, Bowyer, Robert (Jenas 77), Ameobi, Shearer."We had a slow first 45 minutes when we looked a bit tired but we got going after that.Kieron Dyer smashed home the winner to end Bolton's 10-game unbeaten run.Bolton had produced little going forward at this point but they responded well.Fernando Hierro cynically chopped down Dyer on the edge of the area with the midfielder clean through.Bolton keeper Jussi Jaaskelainen had to make two saves in quick succession midway through the first-half - keeping out Shearer's low shot and Dyer's close-range header - but that was the only goalmouth action of note.	sport
4215	Many feel that the most difficult and challenging area for the Commission will be to identify a solution for different Digital Rights Management (DRM) schemes.They have identified that many groups have defined the forms of digital media in the areas that NEM encompasses.How people receive their digital entertainment in the future could change, following the launch of an ambitious European project.The Commission wants people to be able to locate the content they desire and have it delivered seamlessly, when on the move, at home or at work, no matter who supplies the devices, network, content, or content protection scheme.What is significant is that such a large and powerful organisation has stated its desire for digital formats to be open to all and work on any gadget.Simon Perry is the editor of the Digital Lifestyles website, which covers the impact of technology on mediaThe 10-year plan brings together the work of many currently running research projects that the EC has been funding for a number of years.The European Commission is being pragmatic in its approach.	tech
3108	: Varga 40, Thompson 48 pen, Petrov 60, Varga 68, Bellamy 72.Douglas, Henchoz, McNamara, Balde, Varga, Juninho Paulista, Thompson, Lennon (Lambert 70), Sutton (Maloney 45), Petrov (McGeady 70), Bellamy.Thompson, Bellamy.Varga got his second goal of the game as Celtic drove home their advantage - Thompson whipped in a corner from the right and the unmarked defender simply tapped the ball over the line from a couple of yards out.The ball was delivered from the left and Halliwell was left floundering as Varga glanced the ball into the net.Bryn Halliwell was the busier keeper early on, saving from Bellamy, Chris Sutton and Juninho.Stilian Petrov slid in a third, Varga tapped in his second and Craig Bellamy completed the rout with a fine drive.Clyde had the ball in the net after half-an-hour through a tremendous strike from Bryson, but the referee had already blown for a foul by Petrov.Celtic were utterly dominant by this stage and Bellamy opened his scoring account for the club after a fine move involving Aiden McGeady, Jackie McNamara and Maloney culminated in the Welshman hammering the ball into the net.The home side's Craig Bryson had a goal chopped off before Stan Varga headed Celtic into the lead.From the resulting free kick, Darren Sheridan curled the ball round the Celtic wall only for the post to deny him.	sport
486	However, Anil's demand that Anand Jain - another IPCL board member accused by Anil of creating a rift in the Ambani family - be thrown out, was not met.On Wednesday, the board of Reliance Energy, another Reliance Group company, reaffirmed its faith in Anil, who is the company's chief.The move follows a decision earlier this month by Anil - the younger brother of Reliance Group president Mukesh Ambani - to resign from his post.The ongoing public spat between the two heirs of India's biggest conglomerate, Reliance Group, has spilled over to the board meeting of a leading company within the group.Anil has accused Anand Jain, a confidant of his brother Mukesh, of playing a negative role in the Ambani family, and being responsible for the trouble between the brothers.Reliance Group acquired the government's 26% stake in IPCL - India's second-largest petrochemicals company - in 2002, as part of the privatisation drive.	business
4015	Microsoft has said it will replace more than 14 million power cables for its Xbox consoles due to safety concerns.Microsoft said it had received 30 reports of minor injury or property damage due to faulty cables.Microsoft said customers would get replacement cords within two to four weeks from the time of order.In a statement, it added: "In almost all instances, any damage caused by these failures was contained within the console itself or limited to the tip of the power cord at the back of the console."In 23 cases, customers reported smoke damage, or minor damage to a carpet or entertainment centre.The firm said fewer than one in 10,000 consoles had experienced component failures.	tech
4046	Spooks Interactive took the best interactive TV prize.It collected six Baftas, including best game and best online game.The BBC collected three awards, including best online entertainment for the Hitchhiker's Guide to the Galaxy Adventure Game.Awards were given out in 12 different categories, including interactive TV, film, music, design, as well as technical and social innovation, at a London ceremony.The awards have been running since 1997, but in 2002 the British Academy of Film and Television decided to split them into separate games and interactive ceremonies.The BBC and the National Theatre have led the field at this year's Interactive Bafta awards.The National Theatre's Stagework website picked up the prize for best learning as well as top factual site.The annual awards recognise the best in digital media.	tech
2109	Mr O'Brien said UK businesses were sprinting forward in ICT use, but that there were more challenges ahead.Mr O'Brien said: "The increase in the proportion of business connected by broadband shows that UK companies are embracing the opportunities that ICT can bring.A government-commissioned study ranked the UK third in its world index of use of information and communication technology (ICT).The report suggests 69% of UK firms are now using broadband and that 30% of micro businesses are trading online.The report, carried out independently by consultants Booz Allen Hamilton and HI Europe, placed the UK third behind Sweden and Ireland for business use of ICT.The "clear message" the report sends is that effective use of ICT can bring real improvements in business performance for all business.	politics
1327	Actress Nicole Kidman has won a restraining order against two paparazzi photographers who she claims left her fearful of leaving her Sydney mansion.Kidman was prompted to take action following a reported high-speed car chase with members of the paparazzi in Sydney last weekend.Magistrate Lee Gilmore, who issued the restraining order at Waverley Local Court in Sydney, said she understood the photographers were entitled to earn a living but there had to be limits to their behaviour.Lawyers for Mr Fawcett and Mr McDonald denied that the pair were involved in the chase.Lawyers for the pair denied allegations they had planted the device.According to local newspaper the Daily Telegraph, the incident involved paparazzi driving through red lights and on the wrong side of the road in pursuit of Kidman's vehicle.	entertainment
